_id,Firts Name,Last Name,Center,test_date,userscore,physics,chemistry,maths,resultstatus,pp_totalmarks
390,Brendon,Puente,Manhattan,2024-06-23,,,,,Absent,300
391,Nathalie,Devita,Brooklyn,2024-06-02,144,67,27,50,Present,300
392,Zelda,Ogren,Manhattan,2024-06-16,235,85,65,85,Present,300
393,Sadie,Hazelton,Manhattan,2024-06-02,105,56,15,34,Present,300
394,Vinnie,Bains,Manhattan,2024-05-19,45,19,23,3,Present,144
395,Frederick,Rankins,Manhattan,2024-06-16,71,29,23,19,Present,300
396,Trish,Vickers,Queens,2024-05-19,81,22,9,,Present,360
397,Masako,Allman,Brooklyn,2024-06-23,149,81,29,39,Present,300
398,Ferne,Villalpando,Brooklyn,2024-06-02,375,43,33,,Absent,720
399,Elna,Kowal,Brooklyn,2024-06-16,,,,,Absent,300
400,Aaron,Castello,Manhattan,2024-06-23,501,95,71,,Present,720
401,Gerard,Barrientos,Manhattan,2024-06-02,,,,,Absent,720
402,Wes,Imel,Brooklyn,2024-06-23,,,,,Absent,720
403,Stella,Sears,Brooklyn,2024-06-09,48,7,11,15,Present,75
404,Josette,Vavra,Brooklyn,2024-06-16,,,,,Absent,300
405,Guadalupe,Linen,Manhattan,2024-07-14,100,45,25,,Present,720
406,Jeremiah,Damiani,Manhattan,2024-06-02,404,97,48,,Present,720
407,Roxy,Lauber,Brooklyn,2024-07-14,312,14,49,,Present,720
408,Federico,Biros,Brooklyn,2024-06-23,,,,,Absent,720
409,Sol,Dantonio,Manhattan,2024-06-02,475,79,101,,Present,720
410,Lucas,Anchondo,Manhattan,2024-07-14,,,,,Absent,720
411,Ok,Then,Brooklyn,2024-06-30,,,,,Absent,300
412,Mei,Vaz,Manhattan,2024-06-16,124,51,32,41,Present,300
413,Janelle,Haddox,Brooklyn,2024-06-02,357,108,62,,Absent,720
414,Donald,Trollinger,Queens,2024-06-30,86,59,7,20,Present,300
415,Shakira,Moreles,Manhattan,2024-06-23,68,20,29,19,Present,300
416,Crista,Cuccia,Brooklyn,2024-06-02,379,46,59,,Absent,720
417,Phung,Dinh,Manhattan,2024-06-23,,,,,Absent,720
418,Paul,Lockett,Brooklyn,2024-06-09,32,7,8,12,Present,75
419,Merlyn,Hults,Brooklyn,2024-06-16,531,131,70,,Present,720
420,Kym,Rotter,Brooklyn,2024-06-23,65,4,-2,,Present,720
421,Jocelyn,Akey,Manhattan,2024-06-09,51,11,10,20,Absent,75
422,Yukiko,Furtado,Brooklyn,2024-06-16,,,,,Absent,300
423,Sonny,Wilner,Brooklyn,2024-06-02,,,,,Absent,720
424,Verna,Beller,Brooklyn,2024-06-16,,,,,Absent,75
425,Hai,Lippert,Brooklyn,2024-06-16,202,49,62,91,Absent,300
426,Deeann,Burdette,Brooklyn,2024-06-23,518,110,81,,Absent,720
427,Londa,Gamache,Manhattan,2024-06-23,,,,,Absent,720
428,Shaina,Sentell,Brooklyn,2024-06-02,,,,,Absent,720
429,Dominick,Dolson,Brooklyn,2024-06-02,,,,,Absent,720
430,Len,Bufford,Manhattan,2024-06-02,370,10,56,,Absent,720
431,Luvenia,Mattis,Manhattan,2024-06-16,64,,,,Absent,75
432,Alysa,Harlow,Manhattan,2024-06-02,375,41,47,,Absent,720
433,Eliz,Jennings,Manhattan,2024-06-23,459,110,54,,Present,720
434,Claris,Lamons,Manhattan,2024-05-19,97,4,9,,Present,360
435,Vina,Uhlig,Brooklyn,2024-06-23,440,78,77,,Present,720
436,Glendora,Hemminger,Manhattan,2024-06-23,58,30,8,20,Present,300
437,Nelly,Hardman,Manhattan,2024-06-02,,,,,Absent,720
438,Cinda,Hargett,Brooklyn,2024-06-09,43,7,12,13,Present,75
439,Clarinda,Pett,Manhattan,2024-06-23,385,46,53,,Present,720
440,Aisha,Waller,Manhattan,2024-06-23,,,,,Absent,720
441,Carina,Maybee,Brooklyn,2024-06-02,,,,,Absent,720
442,Joanna,Savoy,Manhattan,2024-06-23,372,99,23,,Present,720
443,Kayleen,Watts,Manhattan,2024-06-02,,,,,Absent,720
444,Tobias,Wronski,Bronx,2024-06-23,122,59,8,55,Present,300
445,Karrie,Gust,Manhattan,2024-06-23,65,19,13,33,Present,300
446,Migdalia,Schimmel,Queens,2024-06-23,36,2,12,22,Present,300
447,Markita,Morphis,Brooklyn,2024-06-02,,,,,Absent,720
448,Sid,Welk,Brooklyn,2024-06-02,324,60,18,,Absent,720
449,Iliana,Strauch,Manhattan,2024-06-16,,,,,Absent,300
450,Tawana,Showers,Manhattan,2024-06-23,,,,,Absent,720
451,Keren,Godbout,Manhattan,2024-06-02,,,,,Absent,720
452,Laureen,Wrinkle,Queens,2024-06-02,219,87,64,68,Present,300
453,Grady,Kellogg,Brooklyn,2024-06-16,71,22,7,42,Present,300
454,Ulrike,Gurley,Manhattan,2024-06-02,248,50,32,,Present,720
455,Gracie,Rawlings,Manhattan,2024-05-19,,,,,Absent,144
456,Margurite,Knebel,Brooklyn,2024-06-16,65,13,40,12,Present,300
457,Claud,Lecompte,Brooklyn,2024-05-19,,,,,Absent,360
458,Cole,Vanhouten,Brooklyn,2024-06-23,,,,,Absent,720
459,Frances,Lloyd,Brooklyn,2024-06-09,,,,,Absent,75
460,Lakendra,Schlottmann,Brooklyn,2024-06-23,,,,,Absent,720
461,Rocky,Pridmore,Brooklyn,2024-07-14,189,27,50,,Present,720
462,Esmeralda,Platts,Brooklyn,2024-06-02,499,72,77,,Present,720
463,Rod,Kropf,Brooklyn,2024-07-14,,,,,Absent,720
464,Marilynn,Speer,Brooklyn,2024-06-02,530,91,88,,Present,720
465,Ira,Melendez,Manhattan,2024-07-07,121,55,10,56,Present,300
466,Hae,Leininger,Manhattan,2024-07-14,300,70,30,,Present,720
467,Melita,Hiemstra,Manhattan,2024-06-30,,,,,Absent,300
468,Jacquetta,Baillargeon,Queens,2024-06-16,,,,,Absent,300
469,Lucio,Shahid,Brooklyn,2024-06-02,393,81,57,,Absent,720
470,Travis,Hamlett,Manhattan,2024-06-16,,,,,Absent,300
471,Mariko,Lemoine,Brooklyn,2024-06-23,82,30,3,49,Present,300
472,Janina,Jennison,Brooklyn,2024-06-02,,,,,Absent,720
473,Marina,Ocon,Brooklyn,2024-06-23,,,,,Absent,720
474,Laurette,Crumpler,Manhattan,2024-06-09,,,,,Absent,75
475,Britteny,Frierson,Manhattan,2024-06-23,326,63,45,,Present,720
476,Kerri,Grizzle,Brooklyn,2024-06-23,333,21,66,,Absent,720
477,Trudi,Deshazo,Manhattan,2024-06-09,60,9,8,26,Absent,75
478,Keitha,Muncy,Brooklyn,2024-06-23,357,34,8,,Absent,720
479,Gerri,Gargano,Manhattan,2024-06-16,,,,,Absent,300
480,Lin,Veliz,Queens,2024-06-23,274,26,18,,Absent,720
481,Camelia,Drennen,Manhattan,2024-06-23,,,,,Absent,720
482,Tatyana,Reeser,Brooklyn,2024-06-16,670,180,140,,Absent,720
483,Felisa,Campo,Manhattan,2024-06-16,18,11,5,2,Absent,300
484,Tyler,Frandsen,Brooklyn,2024-06-16,212,86,36,90,Absent,300
485,Mickey,Warfield,Manhattan,2024-07-07,107,45,57,5,Absent,300
486,Buster,Defilippo,Brooklyn,2024-06-02,111,28,6,,Absent,720
487,Lorine,Mchargue,Brooklyn,2024-06-23,264,31,34,,Absent,720
488,Alpha,Wicker,Manhattan,2024-06-02,,,,,Absent,720
489,Alesha,Borey,Manhattan,2024-06-09,,,,,Absent,75
490,Pattie,Remo,Brooklyn,2024-06-09,54,10,12,20,Absent,75
491,Yang,Granillo,Manhattan,2024-06-16,,,,,Absent,300
492,Lynn,Sax,Manhattan,2024-06-09,59,10,11,26,Present,75
493,Rosio,Hoard,Manhattan,2024-06-23,281,36,18,,Present,720
494,Cherri,Jasinski,Brooklyn,2024-06-16,,,,,Absent,300
495,Phoebe,Plotner,Bronx,2024-06-23,482,53,94,,Present,720
496,Silas,Selvy,Brooklyn,2024-06-23,,,,,Absent,720
497,Georgette,Chism,Brooklyn,2024-06-16,695,180,160,,Present,720
498,Lakiesha,Hightower,Manhattan,2024-06-23,407,41,70,,Present,720
499,Tona,Koss,Brooklyn,2024-06-23,100,-2,29,,Present,720
500,Lorette,Rotondo,Manhattan,2024-07-14,,,,,Absent,720
501,Lorinda,Bethke,Manhattan,2024-06-16,,,,,Absent,300
502,Arlen,Clinard,Manhattan,2024-07-14,263,39,29,,Present,720
503,Lesley,Lipton,Manhattan,2024-06-02,323,11,50,,Present,720
504,Rosanne,Mayers,Brooklyn,2024-05-19,67,3,2,,Present,360
505,Selina,Leffler,Manhattan,2024-06-23,,,,,Absent,720
506,Milford,Sang,Brooklyn,2024-06-23,278,15,16,,Present,720
507,Geraldine,Crimmins,Manhattan,2024-06-09,39,8,10,12,Present,75
508,Veta,Crochet,Brooklyn,2024-06-23,315,71,24,,Present,720
509,Haley,Warwick,Manhattan,2024-06-02,,,,,Absent,720
510,Dulcie,Wehmeyer,Brooklyn,2024-06-02,,,,,Absent,720
511,Hallie,Swiger,Brooklyn,2024-06-23,227,24,34,,Present,720
512,Reyna,Bourgault,Manhattan,2024-06-30,,,,,Absent,300
513,Lynda,Payan,Manhattan,2024-06-02,,,,,Absent,720
514,Stephaine,Coulter,Manhattan,2024-06-23,515,121,109,,Present,720
515,Fatima,Seaton,Manhattan,2024-06-30,,,,,Absent,75
516,Deeann,Balboa,Queens,2024-06-23,,,,,Absent,720
517,Jacquelyne,Knipe,Queens,2024-06-16,,,,,Absent,300
518,Migdalia,Killingsworth,Manhattan,2024-06-23,449,75,68,,Present,720
519,Silas,Elfrink,Manhattan,2024-06-30,47,,,,Present,75
520,Su,Mcmillin,Manhattan,2024-06-09,,,,,Absent,75
521,Charlesetta,Sillman,Bronx,2024-06-23,441,50,98,,Present,720
522,Sandee,Hanna,Brooklyn,2024-06-02,,,,,Absent,720
523,Manual,Steil,Brooklyn,2024-06-02,435,90,64,,Present,720
524,Delmer,Zielinski,Manhattan,2024-06-09,42,9,8,13,Absent,75
525,Alla,Cann,Brooklyn,2024-06-23,82,1,21,,Present,720
526,Nena,Sarabia,Manhattan,2024-06-02,330,30,60,,Present,720
527,Sebastian,Harn,Brooklyn,2024-06-30,,,,,Absent,300
528,Consuela,Aikins,Brooklyn,2024-06-23,310,14,16,,Present,720
529,Alissa,Chambers,Manhattan,2024-06-30,61,,,,Present,75
530,Hilary,Seabrooks,Manhattan,2024-06-23,499,105,54,,Absent,720
531,Eufemia,Rossetti,Manhattan,2024-06-23,,,,,Absent,720
532,John,Belmont,Brooklyn,2024-07-07,200,69,63,68,Absent,300
533,Mona,Mazzoni,Brooklyn,2024-07-07,176,45,65,66,Absent,300
534,Sonya,Molnar,Manhattan,2024-06-02,214,62,19,,Absent,720
535,Ozell,Weir,Brooklyn,2024-06-23,198,22,16,,Absent,720
536,Sanford,Dungy,Brooklyn,2024-06-09,37,6,8,13,Absent,75
537,Vito,Mackin,Brooklyn,2024-06-16,173,51,41,81,Absent,300
538,Evelina,Tallon,Manhattan,2024-06-16,617,155,132,,Absent,720
539,Paulene,Gobeil,Manhattan,2024-06-23,512,107,95,,Absent,720
540,Angla,Hartzler,Brooklyn,2024-06-23,,,,,Absent,720
541,Bulah,Wark,Queens,2024-06-23,418,84,73,,Absent,720
542,Lorean,Ogan,Manhattan,2024-06-16,201,78,62,61,Absent,300
543,Dorothy,Steger,Manhattan,2024-06-23,52,14,0,38,Present,300
544,Benny,Kosinski,Manhattan,2024-06-23,503,125,33,,Present,720
545,Rasheeda,Buell,Brooklyn,2024-07-14,,,,,Absent,720
546,Aracely,Engler,Brooklyn,2024-06-23,,,,,Absent,720
547,Becky,Copland,Brooklyn,2024-07-07,140,50,45,45,Present,300
548,Annamaria,Donadio,Brooklyn,2024-07-07,129,44,37,48,Present,300
549,Burt,Maciel,Brooklyn,2024-06-23,,,,,Absent,720
550,Bethany,Mcmanis,Brooklyn,2024-07-07,,,,,Absent,300
551,Adrianna,Goodwill,Manhattan,2024-06-09,,,,,Absent,75
552,Delsie,Rockhill,Manhattan,2024-06-02,,,,,Absent,720
553,Emanuel,Motz,Brooklyn,2024-06-02,,,,,Absent,720
554,Duane,Mojarro,Manhattan,2024-06-02,,,,,Absent,720
555,Estefana,Chi,Brooklyn,2024-06-23,,,,,Absent,720
556,Temple,Delgiudice,Manhattan,2024-06-30,,,,,Absent,75
557,Millie,Skipworth,Manhattan,2024-06-02,,,,,Absent,720
558,Melania,Stillings,Brooklyn,2024-07-07,18,0,7,11,Present,300
559,Caroyln,Miser,Brooklyn,2024-06-16,25,8,14,3,Present,300
560,Sigrid,Casares,Manhattan,2024-06-23,102,9,6,,Present,720
561,Rowena,Nurse,Brooklyn,2024-06-30,17,6,5,6,Present,300
562,Chu,Maughan,Brooklyn,2024-06-02,592,133,109,,Absent,720
563,Drucilla,Devenport,Manhattan,2024-06-30,,,,,Absent,300
564,Willis,Neiman,Manhattan,2024-06-02,309,59,12,,Present,720
565,Hellen,Kimberling,Brooklyn,2024-06-30,,,,,Absent,80
566,Libbie,Klopp,Brooklyn,2024-06-02,,,,,Absent,720
567,Cecille,Normand,Brooklyn,2024-06-02,,,,,Absent,720
568,Melita,Gurr,Bronx,2024-06-30,-1,0,-4,3,Present,300
569,Katelin,Kalina,Brooklyn,2024-07-07,37,16,16,5,Present,300
570,Rosa,Leonard,Brooklyn,2024-06-02,263,17,43,,Present,720
571,Sheena,Hadden,Brooklyn,2024-06-16,,,,,Absent,720
572,Karena,Neace,Brooklyn,2024-06-09,,,,,Absent,75
573,Carmon,Ashford,Brooklyn,2024-06-16,23,-1,5,19,Present,300
574,Ardella,Camacho,Queens,2024-06-23,218,24,-4,,Present,720
575,Hoyt,Shadduck,Brooklyn,2024-06-02,459,44,75,,Absent,720
576,Todd,Holgate,Manhattan,2024-06-16,379,76,26,,Present,720
577,Qiana,Levan,Manhattan,2024-06-02,,,,,Absent,720
578,Risa,Magwood,Manhattan,2024-06-23,210,31,6,,Present,720
579,Hortense,Chattin,Brooklyn,2024-06-23,,,,,Absent,720
580,Lee,Esses,Brooklyn,2024-06-23,188,18,15,,Present,720
581,Mohamed,Bolles,Manhattan,2024-06-02,327,45,22,,Absent,720
582,Merrill,Ballenger,Staten Island,2024-07-14,518,108,118,,Absent,720
583,Deeann,Ashburn,Brooklyn,2024-07-07,,,,,Absent,300
584,Perry,Viera,Queens,2024-07-07,165,52,71,42,Absent,300
585,Joyce,Sciacca,Manhattan,2024-07-07,80,34,24,22,Absent,300
586,Clayton,Shealy,Brooklyn,2024-06-23,,,,,Absent,720
587,Nada,Sheilds,Manhattan,2024-06-23,364,60,43,,Absent,720
588,Deanna,Rome,Brooklyn,2024-06-09,,,,,Absent,75
589,Greta,Sartain,Brooklyn,2024-06-30,39,,,,Absent,75
590,Whitley,Leppert,Manhattan,2024-06-23,,,,,Absent,720
591,Jenette,Shover,Manhattan,2024-06-30,63,37,13,13,Absent,300
592,Franchesca,Centers,Manhattan,2024-06-23,548,131,116,,Absent,720
593,Myrtice,Lonzo,Manhattan,2024-06-30,67,,,,Absent,75
594,Santina,Cybulski,Brooklyn,2024-06-02,,,,,Absent,720
595,Kayleigh,Cartier,Manhattan,2024-06-09,46,9,9,18,Absent,75
596,Dori,Reasoner,Manhattan,2024-06-23,219,18,5,,Absent,720
597,Raymundo,Alcorn,Brooklyn,2024-06-02,297,0,0,,Present,720
598,Edythe,Knutsen,Manhattan,2024-05-19,63,7,0,,Present,360
599,Adell,Westmoreland,Brooklyn,2024-06-30,56,,,,Present,75
600,Delores,Gullick,Manhattan,2024-06-02,,,,,Absent,720
601,Cuc,Kossman,Brooklyn,2024-06-30,67,,,,Present,75
602,Lakendra,Bobby,Manhattan,2024-06-23,,,,,Absent,720
603,Oneida,Haberman,Manhattan,2024-06-23,462,94,58,,Present,720
604,Ghislaine,Southwick,Brooklyn,2024-07-14,398,48,85,,Present,720
605,Ardis,Overbey,Manhattan,2024-06-23,,,,,Absent,720
606,Fermin,Work,Brooklyn,2024-06-02,578,107,121,,Present,720
607,Saundra,Voshell,Brooklyn,2024-06-30,64,,,,Present,75
608,Bret,Styers,Brooklyn,2024-06-30,,,,,Absent,300
609,Kortney,Shear,Staten Island,2024-06-02,,,,,Absent,720
610,Luanna,Gabler,Brooklyn,2024-06-23,,,,,Absent,720
611,Danette,Lares,Brooklyn,2024-07-07,25,20,-2,7,Present,300
612,Melisa,Munday,Manhattan,2024-06-23,,,,,Absent,720
613,Myriam,Roberie,Brooklyn,2024-06-23,603,137,141,,Present,720
614,Izetta,Policastro,Manhattan,2024-07-14,135,15,8,,Present,720
615,Renata,Fettig,Manhattan,2024-06-02,,,,,Absent,720
616,Les,Lindsey,Brooklyn,2024-07-07,275,85,95,95,Present,300
617,Harris,Descoteaux,Manhattan,2024-07-07,105,36,52,17,Present,300
618,Jazmine,Emery,Manhattan,2024-06-30,79,49,2,28,Present,300
619,Sherrie,Pendelton,Brooklyn,2024-06-23,,,,,Absent,720
620,Zaida,Romney,Brooklyn,2024-07-14,293,66,-4,,Present,720
621,Florencio,Coleman,Bronx,2024-06-23,,,,,Absent,720
622,Velva,Bing,Manhattan,2024-06-23,,,,,Absent,720
623,Ying,Scheetz,Manhattan,2024-06-30,53,,,,Present,75
624,Keli,Shen,Manhattan,2024-06-23,,,,,Absent,720
625,Mitch,Grajeda,Brooklyn,2024-06-02,501,75,89,,Absent,720
626,Bryon,Furness,Manhattan,2024-06-02,,,,,Absent,720
627,Tamie,Bertucci,Manhattan,2024-06-02,263,51,55,,Present,720
628,Shaniqua,Pulido,Queens,2024-06-23,416,75,24,,Present,720
629,Adina,Farris,Manhattan,2024-06-23,95,5,18,72,Present,300
630,Landon,Constantino,Manhattan,2024-06-30,,,,,Absent,300
631,Russell,Batres,Queens,2024-06-09,38,8,10,15,Present,75
632,Leesa,Rieke,Brooklyn,2024-07-07,166,59,50,57,Present,300
633,Hank,Noblitt,Manhattan,2024-07-07,166,52,75,39,Present,300
634,Priscilla,Lamphere,Manhattan,2024-07-07,178,92,20,66,Present,300
635,Candida,Custis,Manhattan,2024-07-07,200,69,69,62,Present,300
636,Karon,Wilmes,Brooklyn,2024-07-14,,,,,Absent,720
637,Prudence,Cutler,Brooklyn,2024-07-14,255,43,30,,Present,720
638,Myrl,Kandoll,Manhattan,2024-06-16,184,52,52,80,Present,300
639,Lissa,Andrews,Manhattan,2024-07-14,445,45,80,,Present,720
640,Mikel,Ranger,Manhattan,2024-06-23,,,,,Absent,720
641,Yuri,Tiller,Manhattan,2024-06-23,111,7,-2,,Present,720
642,Jonas,Reilley,Queens,2024-06-30,38,36,-3,5,Present,300
643,Santina,Sherlock,Manhattan,2024-06-23,,,,,Absent,720
644,Corrine,Snelling,Manhattan,2024-06-30,,,,,Absent,75
645,Kara,Wierenga,Brooklyn,2024-06-02,,,,,Absent,720
646,Noriko,Arroyo,Brooklyn,2024-06-30,69,,,,Present,75
647,Caron,Brasch,Brooklyn,2024-07-07,,,,,Absent,300
648,Geoffrey,Follmer,Brooklyn,2024-06-02,464,82,77,,Present,720
649,Clark,Vasser,Brooklyn,2024-06-23,487,57,85,,Present,720
650,Wanetta,Bold,Manhattan,2024-06-16,154,80,16,58,Present,300
651,Maricela,Damron,Brooklyn,2024-07-07,342,38,39,,Present,720
652,Lynsey,Stinchcomb,Brooklyn,2024-06-02,685,165,160,,Present,720
653,Lovetta,Kline,Brooklyn,2024-07-14,298,59,0,,Present,720
654,Gracia,Moone,Brooklyn,2024-05-19,12,14,-2,0,Absent,300
655,Loma,Shears,Manhattan,2024-06-23,327,52,50,,Present,720
656,Adelle,Philbrick,Bronx,2024-07-07,123,39,53,31,Present,300
657,Clifford,Poehler,Brooklyn,2024-07-07,291,100,96,95,Present,300
658,Sun,Johnsrud,Manhattan,2024-06-23,584,81,143,,Present,720
659,Jenell,Marro,Brooklyn,2024-06-30,,,,,Absent,75
660,Mendy,Strayer,Manhattan,2024-06-09,29,5,7,7,Present,75
661,Harriette,Ing,Queens,2024-06-23,217,40,4,,Present,720
662,Veola,Domenech,Manhattan,2024-07-07,181,70,49,62,Present,300
663,Denisha,Chabot,Brooklyn,2024-06-02,,,,,Absent,720
664,Corrina,Carollo,Manhattan,2024-07-14,182,12,0,,Present,720
665,Cassandra,Fike,Manhattan,2024-05-19,163,57,25,81,Present,300
666,Johnson,Pinedo,Manhattan,2024-06-30,19,,,,Present,75
667,Emery,Gessner,Brooklyn,2024-06-02,272,43,4,,Absent,720
668,Gaynelle,Slaton,Brooklyn,2024-06-23,,,,,Absent,720
669,Alysia,Hipps,Brooklyn,2024-05-19,,,,,Absent,300
670,Deeann,Keeler,Manhattan,2024-06-30,,,,,Absent,300
671,Lilliam,Harvard,Manhattan,2024-06-09,,,,,Absent,75
672,Shara,Syed,Manhattan,2024-06-02,,,,,Absent,720
673,Lorinda,Froman,Manhattan,2024-06-02,,,,,Absent,720
674,Bonita,Briganti,Brooklyn,2024-06-02,550,125,140,,Present,720
675,Kendall,Simons,Manhattan,2024-06-16,4,10,-7,1,Present,300
676,Lakenya,Seabrooks,Manhattan,2024-07-07,365,72,113,,Present,720
677,Jammie,Gourlay,Manhattan,2024-06-23,,,,,Absent,720
678,Arlean,Juergens,Brooklyn,2024-06-23,58,12,12,21,Present,75
679,Boyce,Wehmeyer,Brooklyn,2024-05-19,84,36,26,22,Absent,300
680,Sindy,Galyean,Brooklyn,2024-06-23,,,,,Absent,720
681,Louis,Bullard,Brooklyn,2024-07-14,,,,,Absent,720
682,Vita,Noonkester,Brooklyn,2024-06-23,607,143,117,,Present,720
683,Lakeesha,Lesniak,Manhattan,2024-06-30,,,,,Absent,75
684,Charlette,Larry,Manhattan,2024-06-23,,,,,Absent,720
685,Heidi,Abadie,Brooklyn,2024-06-02,323,37,46,,Present,720
686,Shandi,Medders,Brooklyn,2024-06-23,,,,,Absent,720
687,Jenny,Severino,Brooklyn,2024-06-23,,,,,Absent,720
688,Patience,Marley,Brooklyn,2024-06-02,487,92,88,,Present,720
689,Lily,Wolter,Brooklyn,2024-06-09,38,8,6,13,Present,75
690,Robbyn,Diem,Brooklyn,2024-05-19,,,,,Absent,300
691,Odette,Laclair,Brooklyn,2024-05-19,,,,,Absent,300
692,Charlsie,Stern,Brooklyn,2024-07-07,101,56,19,26,Present,300
693,Anne,Dresel,Brooklyn,2024-06-30,61,,,,Present,75
694,Josefina,Smiley,Queens,2024-06-02,175,38,35,,Present,720
695,Lisette,Mehr,Brooklyn,2024-06-30,50,30,10,10,Present,300
696,Sherryl,Siers,Brooklyn,2024-07-07,82,40,20,22,Present,300
697,Velia,Brayman,Brooklyn,2024-07-07,,,,,Absent,300
698,Lyn,Pan,Brooklyn,2024-06-02,,,,,Absent,720
699,Caitlin,Bessey,Brooklyn,2024-06-16,,,,,Absent,300
700,Cristine,Roder,Manhattan,2024-06-02,208,42,5,,Present,720
701,Claire,Sward,Queens,2024-06-23,35,18,9,8,Present,300
702,Adelle,Kovach,Manhattan,2024-06-30,,,,,Absent,300
703,Melissa,Kear,Brooklyn,2024-06-30,,,,,Absent,300
704,Rosetta,Flagg,Brooklyn,2024-06-23,,,,,Absent,720
705,Kina,Koffler,Brooklyn,2024-06-09,,,,,Absent,75
706,Lang,Silver,Brooklyn,2024-06-16,256,100,66,90,Present,300
707,Regina,Lentine,Brooklyn,2024-06-09,59,10,10,24,Absent,75
708,Viki,Cartledge,Brooklyn,2024-07-07,,,,,Absent,720
709,Brett,Aasen,Queens,2024-05-19,,,,,Absent,300
710,Glynda,Maine,Manhattan,2024-06-23,275,95,36,,Present,720
711,Joane,Hasler,Manhattan,2024-07-07,414,32,111,,Present,720
712,Sook,Varnell,Manhattan,2024-06-02,,,,,Absent,720
713,Priscila,Leanos,Staten Island,2024-06-30,63,,,,Present,80
714,Evan,Deslauriers,Staten Island,2024-06-30,54,,,,Present,75
715,Luz,Huddleston,Staten Island,2024-06-23,34,8,5,8,Present,75
716,Joann,Montag,Brooklyn,2024-05-19,15,-5,30,-10,Absent,300
717,Jeannine,Pfeil,Manhattan,2024-06-30,,,,,Absent,300
718,Raina,Batdorf,Brooklyn,2024-06-09,43,10,6,15,Absent,75
719,Madge,Lossing,Manhattan,2024-06-02,584,133,106,,Present,720
720,Vannessa,Lopez,Manhattan,2024-06-23,328,70,28,,Present,720
721,Irvin,Bumbrey,Manhattan,2024-06-30,,,,,Absent,300
722,Candida,Salinas,Manhattan,2024-06-23,,,,,Absent,720
723,Natalya,Bremer,Manhattan,2024-06-23,337,73,68,,Present,720
724,Shalon,Brook,Brooklyn,2024-07-07,,,,,Absent,300
725,Kathaleen,Clepper,Manhattan,2024-07-14,,,,,Absent,720
726,Fausto,Dionne,Manhattan,2024-07-07,46,19,15,12,Present,300
727,Hildegarde,Kitch,Brooklyn,2024-06-23,564,114,115,,Present,720
728,Jarrett,Celestin,Manhattan,2024-06-09,37,6,8,12,Present,75
729,Deneen,Wind,Manhattan,2024-06-30,139,68,39,32,Present,300
730,Bradly,Ratchford,Brooklyn,2024-06-30,,,,,Absent,80
731,Gayle,Modica,Queens,2024-07-07,280,0,80,,Present,720
732,Miles,Wyrick,Manhattan,2024-06-23,56,9,14,20,Present,75
733,Hilton,Cousin,Manhattan,2024-06-23,33,5,4,15,Present,75
734,Porsha,Adcock,Brooklyn,2024-06-16,,,,,Absent,300
735,Renita,Glavin,Brooklyn,2024-05-19,102,44,4,,Present,360
736,Hannelore,Yetter,Manhattan,2024-06-30,91,36,8,47,Present,300
737,Norine,Cane,Manhattan,2024-06-02,,,,,Absent,720
738,Faustina,Szabo,Manhattan,2024-07-07,,,,,Absent,300
739,Jeraldine,Luque,Brooklyn,2024-06-30,60,,,,Present,75
740,Elza,Prager,Manhattan,2024-06-23,,,,,Absent,720
741,Jodee,Grimm,Manhattan,2024-05-26,,,,,Absent,360
742,Alba,Mcpherson,Brooklyn,2024-06-30,140,68,38,34,Present,300
743,Tinisha,Addington,Manhattan,2024-06-09,42,9,7,13,Absent,75
744,Myrtice,Andino,Manhattan,2024-06-30,127,51,38,38,Present,300
745,Kathern,Gebo,Manhattan,2024-07-07,349,44,94,,Present,720
746,Almeta,Razo,Manhattan,2024-07-07,,,,,Absent,300
747,Jared,Threlkeld,Queens,2024-06-23,59,10,11,22,Present,75
748,Lashawna,Hough,Bronx,2024-07-07,,,,,Absent,720
749,Kristi,Tow,Brooklyn,2024-06-30,72,,,,Present,75
750,Luther,Lefevers,Manhattan,2024-05-19,65,19,7,39,Absent,300
751,Wilmer,Larkin,Manhattan,2024-06-23,,,,,Absent,75
752,Cammy,Scalf,Brooklyn,2024-06-09,45,8,6,18,Absent,75
753,Deedee,Prokop,Manhattan,2024-07-07,51,9,26,16,Present,300
754,Leandra,Allinder,Brooklyn,2024-07-07,66,17,16,33,Present,300
755,Terrilyn,Maly,Queens,2024-06-02,,,,,Absent,720
756,Riley,Wimbish,Brooklyn,2024-06-30,,,,,Absent,300
757,Merrilee,Shook,Queens,2024-06-02,,,,,Absent,720
758,Filiberto,Alverson,Brooklyn,2024-06-16,50,24,-6,32,Present,300
759,Elyse,Kendig,Manhattan,2024-06-09,37,9,8,10,Absent,75
760,Alysha,Ohern,Brooklyn,2024-05-19,55,31,4,20,Absent,300
761,Armando,Fortney,Brooklyn,2024-06-02,302,40,35,,Present,720
762,Lavona,Shoup,Brooklyn,2024-06-23,34,6,8,14,Present,75
763,Quentin,Wroten,Brooklyn,2024-07-07,32,10,4,18,Present,300
764,Coral,Bow,Brooklyn,2024-06-02,107,14,6,,Present,720
765,Lorrie,Bradley,Manhattan,2024-06-16,190,80,25,85,Present,300
766,Eliana,Zych,Manhattan,2024-06-30,98,49,27,22,Present,300
767,Brigida,Edgar,Manhattan,2024-06-30,156,52,56,48,Present,300
