"_id","Center","test_date","physics","chemistry","resultstatus","pp_totalmarks","Full_name","maths_new","new_total","Phone","name","Password"
256,"Manhattan","2024-05-19","55","70","Present",360,"Carolann Veasley",139,264,"0129831292","Anna/Fonzy","Ann1292"
257,"Brooklyn","2024-06-02","","","Absent",720,"Jeannette Gravelle",0,0,"6457216490","Colette&Sean","Col6490"
258,"Manhattan","2024-06-02","","","Absent",720,"Lenita Slevin",0,0,"9995859688","Brie","Bri9688"
259,"Brooklyn","2024-06-23","46","9","Present",720,"Valentina Quinby",160,215,"3518200093","Sheila","She0093"
260,"Staten Island","2024-06-02","","","Absent",720,"Latoyia Bushway",0,0,"3814992120","Lissette","Lis2120"
261,"Staten Island","2024-06-02","30","21","Present",720,"Keitha Wold",264,315,"9816251270","Lissette","Lis1270"
262,"Staten Island","2024-06-02","47","77","Present",720,"Flora Plascencia",323,447,"6533143580","Lissette","Lis3580"
263,"Manhattan","2024-06-02","43","4","Present",720,"Azucena Herder",178,225,"5636697631","Olivia","Oli7631"
264,"Manhattan","2024-05-19","49","73","Present",360,"Kathi Lilienthal",136,258,"0387405796","Daniel","Dan5796"
265,"Brooklyn","2024-06-02","","","Absent",720,"Andrea Saine",0,0,"1791340629","Maya","May0629"
266,"Brooklyn","2024-05-19","45","36","Present",360,"Shawna Riviera",136,217,"5853398393","Scott","Sco8393"
267,"Staten Island","2024-06-23","","","Absent",720,"Nolan Harwell",0,0,"3229687032","Lissette","Lis7032"
268,"Queens","2024-06-02","","","Absent",720,"Jennell Leverich",0,0,"8048821430","Dennis & Naoko","Den1430"
269,"Brooklyn","2024-06-23","35","70","Present",720,"Birgit Puente",345,450,"0093500513","AntonÃ­n","Ant0513"
270,"Brooklyn","2024-05-19","45","41","Present",360,"Gerry Medal",79,165,"4477999059","Emily","Emi9059"
271,"Bronx","2024-06-02","","","Absent",720,"Palma Sample",0,0,"8067677951","Carol Gloria","Car7951"
272,"Bronx","2024-05-19","68","70","Present",360,"Annalisa Rotolo",157,295,"6766828579","Vie","Vie8579"
273,"Brooklyn","2024-06-02","73","62","Present",300,"Eilene Jolly",66,201,"7354307243","RenÃ©e","Ren7243"
274,"Manhattan","2024-06-16","42","59","Present",300,"Kathey Keep",70,171,"0467516009","Olivia","Oli6009"
275,"Brooklyn","2024-06-16","","","Present",75,"Fanny Dutra",60,60,"6606129867","Helene","Hel9867"
276,"Manhattan","2024-06-02","","","Absent",720,"Leanne Proto",0,0,"3797794830","Paula","Pau4830"
277,"Brooklyn","2024-06-16","52","53","Present",300,"Traci Heier",44,149,"9121391465","Kristian & Di","Kri1465"
278,"Manhattan","2024-06-02","","","Absent",720,"Jennette Everett",0,0,"2351687291","David","Dav7291"
279,"Brooklyn","2024-06-23","0","6","Present",720,"Levi Sharpton",134,140,"0204386140","Niya","Niy6140"
280,"Brooklyn","2024-06-16","","","Present",75,"Jackson Sills",36,36,"3431226449","Helene","Hel6449"
281,"Brooklyn","2024-05-19","12","34","Present",360,"Fabiola Virden",125,171,"4630162705","Debbie","Deb2705"
282,"Brooklyn","2024-06-02","","","Absent",720,"Wan Zajac",0,0,"7895156422","Anthony","Ant6422"
283,"Manhattan","2024-06-23","52","60","Present",720,"Franklin Kruger",264,376,"4189938568","Tilly","Til8568"
284,"Manhattan","2024-05-19","1","13","Present",360,"Delcie Graffam",25,39,"2577566395","Edward","Edw6395"
285,"Manhattan","2024-06-02","","","Absent",720,"Yolonda Jorgenson",0,0,"0964119973","Claire","Cla9973"
286,"Brooklyn","2024-05-19","44","37","Present",360,"Kraig Grove",76,157,"7906066771","Juhli","Juh6771"
287,"Brooklyn","2024-06-16","","","Absent",300,"Joanna Westman",0,0,"6752080726","Marlon","Mar0726"
288,"Manhattan","2024-06-02","","","Absent",720,"Luetta Wyse",0,0,"2002059639","Mary D","Mar9639"
289,"Brooklyn","2024-06-02","","","Absent",720,"Nana Neilsen",0,0,"9259261113","Valerie","Val1113"
290,"Brooklyn","2024-06-02","","","Absent",720,"Elidia Gillett",0,0,"5598685521","Larissa","Lar5521"
291,"Manhattan","2024-06-02","33","40","Present",720,"Lien Brigmond",271,344,"8599644659","Eric","Eri4659"
292,"Brooklyn","2024-06-02","94","52","Present",720,"Meaghan Majeed",336,482,"2360183439","Jessica","Jes3439"
293,"Brooklyn","2024-06-16","24","58","Present",300,"Dominica Lanterman",43,125,"8895918528","Melissa","Mel8528"
294,"Brooklyn","2024-06-02","74","61","Present",720,"Cami Ryals",286,421,"6641521948","Alex","Ale1948"
295,"Manhattan","2024-06-16","","","Present",75,"Caroline Fleischer",67,67,"0910709873","Samir","Sam9873"
296,"Manhattan","2024-06-23","100","73","Present",720,"Joyce Pleasant",305,478,"0074250035","Tony","Ton0035"
297,"Brooklyn","2024-06-02","60","51","Present",720,"Kyung Hearne",244,355,"5465230371","Luis Fernando","Lui0371"
298,"Manhattan","2024-06-02","","","Absent",720,"Ranee Boomhower",0,0,"0314507030","Henning","Hen7030"
299,"Brooklyn","2024-06-02","122","106","Present",720,"Jong Steele",350,578,"5536586996","Stefano","Ste6996"
300,"Brooklyn","2024-05-19","31","60","Present",360,"Benton Duty",149,240,"4797972925","Jana","Jan2925"
301,"Manhattan","2024-06-23","33","13","Present",720,"Margrett Hanks",238,284,"9716121749","Per","Per1749"
302,"Brooklyn","2024-06-23","","","Absent",75,"Sherwood Lingenfelter",0,0,"0227241136","Adrienne","Adr1136"
303,"Manhattan","2024-06-23","51","81","Present",720,"Livia Starr",310,442,"1308943920","Elise","Eli3920"
304,"Manhattan","2024-06-23","18","6","Present",720,"Edna Holt",99,123,"0057408757","Deda","Ded8757"
305,"Manhattan","2024-06-02","","","Absent",720,"Denise Balser",0,0,"9262621610","Share","Sha1610"
306,"Brooklyn","2024-06-02","","","Absent",720,"Rolf Galley",0,0,"0483783351","Naimah","Nai3351"
307,"Manhattan","2024-06-02","","","Absent",720,"Enedina Mika",0,0,"9243298015","Violetta","Vio8015"
308,"Brooklyn","2024-06-23","-5","16","Present",300,"Brandon Authement",0,11,"6180067889","Jenna","Jen7889"
309,"Brooklyn","2024-06-02","","","Absent",720,"Afton Dees",0,0,"2271459761","Jason","Jas9761"
310,"Manhattan","2024-05-19","87","82","Present",360,"Cecile Kealey",166,335,"0036397507","Alicia","Ali7507"
311,"Manhattan","2024-06-23","24","26","Present",720,"Dusty Bickel",273,323,"8041940791","Silvia","Sil0791"
312,"Brooklyn","2024-06-02","","","Absent",720,"Nichelle Wasko",0,0,"3134992283","Joab","Joa2283"
313,"Manhattan","2024-06-23","79","82","Present",720,"Leeanna Gregson",320,481,"0661391119","Mary And Geoff","Mar1119"
314,"Manhattan","2024-06-23","19","9","Present",720,"Perry Daigneault",90,118,"8173885466","Eyal","Eya5466"
315,"Manhattan","2024-06-23","","","Absent",75,"Solange Borror",0,0,"0288961698","Bruce","Bru1698"
316,"Manhattan","2024-06-23","74","38","Present",300,"Jamey Kirwin",78,190,"5281062039","Kurt","Kur2039"
317,"Manhattan","2024-06-02","","","Absent",720,"Jani Foulds",0,0,"2693741004","Jennifer","Jen1004"
318,"Manhattan","2024-06-23","","","Absent",720,"Ted Hartig",0,0,"6921505711","Ruperto","Rup5711"
319,"Brooklyn","2024-06-02","106","113","Present",720,"Grace Fitch",346,565,"7769466626","Ben","Ben6626"
320,"Bronx","2024-06-23","22","25","Present",720,"Idalia Peluso",259,306,"9024024441","Thai","Tha4441"
321,"Manhattan","2024-06-16","45","38","Present",300,"Gerri Rotter",43,126,"8175098686","Hudson","Hud8686"
322,"Brooklyn","2024-06-16","","","Present",75,"Mervin Woolum",67,67,"2479310264","Vanessa","Van0264"
323,"Brooklyn","2024-06-02","","","Absent",720,"Nobuko Bialek",0,0,"6769418339","Daniel","Dan8339"
324,"Brooklyn","2024-06-02","","","Absent",720,"Kizzy Mancil",0,0,"3770612032","Patty","Pat2032"
325,"Manhattan","2024-06-23","43","19","Present",720,"Nelda Lucian",138,200,"2062559203","Amir","Ami9203"
326,"Manhattan","2024-06-23","","","Absent",720,"Odessa Marshburn",0,0,"9423118186","G & S","G &8186"
327,"Queens","2024-06-02","","","Absent",720,"Armida Johanson",0,0,"3490233457","Nazleen","Naz3457"
328,"Brooklyn","2024-06-02","","","Absent",720,"Yang Lubinski",0,0,"8871208447","Allison","All8447"
329,"Brooklyn","2024-06-02","45","61","Present",720,"Luciana Breneman",305,411,"8458659034","Scott","Sco9034"
330,"Manhattan","2024-06-02","","","Absent",720,"Joaquin Southworth",0,0,"4151267822","Patricia","Pat7822"
331,"Brooklyn","2024-06-02","124","147","Present",720,"Madalyn Pettiford",335,606,"3847412055","Evelyn","Eve2055"
332,"Brooklyn","2024-06-23","5","1","Present",300,"Annika Seamon",20,26,"3030625587","The Box House Hotel","The5587"
333,"Manhattan","2024-06-02","80","16","Present",720,"Deanna Cleek",241,337,"9888917625","Moss Owen","Mos7625"
334,"Brooklyn","2024-05-19","23","41","Present",360,"Lynn Clifton",94,158,"4552836745","Nancy","Nan6745"
335,"Brooklyn","2024-06-23","144","107","Present",720,"Horacio Gilford",166,417,"4995689769","Bliss","Bli9769"
336,"Brooklyn","2024-06-16","","","Present",75,"Silvana Gosier",47,47,"0126587172","Pam","Pam7172"
337,"Manhattan","2024-06-02","","","Absent",720,"Casimira Bakker",0,0,"3997117943","Jennifer","Jen7943"
338,"Brooklyn","2024-06-02","","","Absent",720,"Milagros Hixson",0,0,"4683752980","The Box House Hotel","The2980"
339,"Brooklyn","2024-06-02","","","Absent",720,"Vaughn Revilla",0,0,"3570215857","The Box House Hotel","The5857"
340,"Brooklyn","2024-06-02","","","Absent",720,"Cornelia Holly",0,0,"2831823260","Ellis","Ell3260"
341,"Brooklyn","2024-06-23","17","16","Present",720,"Maryanna Klemme",217,250,"6035311949","The Box House Hotel","The1949"
342,"Brooklyn","2024-06-23","18","34","Present",720,"Ines Breeden",77,129,"3864861980","Christopher","Chr1980"
343,"Brooklyn","2024-06-09","","","Absent",75,"Bill Kuhlmann",0,0,"5047217293","Christopher","Chr7293"
344,"Manhattan","2024-06-23","38","2","Present",720,"Ilda Bethel",58,98,"0476254249","Sarah","Sar4249"
345,"Brooklyn","2024-06-02","","","Absent",720,"Norene Boudreau",0,0,"3367457505","Ruthven","Rut7505"
346,"Brooklyn","2024-06-02","","","Absent",720,"Sheron Lefever",0,0,"3796462421","Julian","Jul2421"
347,"Brooklyn","2024-06-16","","","Present",75,"Stefany Pietrzak",35,35,"4291296291","Leslie","Les6291"
348,"Brooklyn","2024-06-23","","","Absent",720,"Cathleen Brawn",0,0,"3134172610","Sophie","Sop2610"
349,"Manhattan","2024-06-02","23","16","Present",720,"Loriann Wedeking",170,209,"0009227845","Yvette","Yve7845"
350,"Brooklyn","2024-06-02","","","Absent",720,"Jonathon Red",0,0,"7670547267","The Box House Hotel","The7267"
351,"Brooklyn","2024-06-16","22","38","Present",300,"Genie Muma",18,78,"2515573667","Famous","Fam3667"
352,"Manhattan","2024-06-02","","","Absent",720,"Arletha Badalamenti",0,0,"1799589438","Kyle","Kyl9438"
353,"Manhattan","2024-06-16","","","Absent",300,"Elza Buser",0,0,"9595986383","Ange","Ang6383"
354,"Brooklyn","2024-06-16","","","Absent",300,"Alaina Lykes",0,0,"7721902211","Alex","Ale2211"
355,"Manhattan","2024-06-02","","","Absent",720,"Pamula Dalzell",0,0,"1527288124","T","T8124"
356,"Brooklyn","2024-06-23","110","119","Present",720,"Maricela Jhonson",325,554,"2346090017","Sahr","Sah0017"
357,"Brooklyn","2024-06-23","","","Absent",720,"Audry Mcgarr",0,0,"7318634065","Marylyn","Mar4065"
358,"Brooklyn","2024-06-23","","","Absent",75,"Kyla Bingaman",0,0,"4232959826","Nathalie","Nat9826"
359,"Queens","2024-06-23","17","3","Present",720,"Shyla Tubman",323,343,"4001118567","Savannah","Sav8567"
360,"Brooklyn","2024-06-09","","","Absent",75,"Scottie Felton",0,0,"1240646122","Sadatu","Sad6122"
361,"Brooklyn","2024-06-23","","","Absent",720,"Terrance Joy",0,0,"7359500918","Jason","Jas0918"
362,"Brooklyn","2024-06-02","73","49","Present",720,"Yee Trieu",292,414,"0388166283","Keishera","Kei6283"
363,"Brooklyn","2024-06-09","","","Absent",75,"Houston Oller",0,0,"8862806987","Tessa","Tes6987"
364,"Brooklyn","2024-06-09","8","6","Present",75,"Ladawn Ates",19,33,"9266300052","Eduardo","Edu0052"
365,"Brooklyn","2024-06-23","140","120","Present",720,"Marylouise Dorn",340,600,"1625293913","Sahr","Sah3913"
366,"Manhattan","2024-06-02","116","63","Present",720,"Rex Merriam",312,491,"0599749730","Shon","Sho9730"
367,"Manhattan","2024-06-09","3","7","Present",75,"Rosetta Heidenreich",16,26,"0554782196","Peter Michael","Pet2196"
368,"Manhattan","2024-06-23","","","Absent",720,"Billye Serafin",0,0,"3310501581","Liz And Melissa","Liz1581"
369,"Brooklyn","2024-06-09","11","10","Present",75,"Brittaney Hermes",32,53,"5773632904","Wanda","Wan2904"
370,"Manhattan","2024-06-23","130","121","Present",720,"Nannie Colligan",335,586,"2718635055","Giorgio","Gio5055"
371,"Queens","2024-06-23","20","25","Present",720,"Emmy Gallaway",266,311,"0673935377","The B","The5377"
372,"Brooklyn","2024-06-02","73","125","Present",720,"Giselle Lou",305,503,"4199399308","Mi","Mi9308"
373,"Brooklyn","2024-06-02","","","Absent",720,"Pam Melendez",0,0,"5436454128","Lee And Tara","Lee4128"
374,"Manhattan","2024-06-02","47","79","Present",720,"Julius Blazek",310,436,"8728222741","Chas","Cha2741"
375,"Brooklyn","2024-06-16","","","Present",75,"Krystina Lucca",56,56,"1794771095","Ade","Ade1095"
376,"Brooklyn","2024-06-23","82","53","Present",720,"Raisa Musgrove",229,364,"7165621120","The Box House Hotel","The1120"
377,"Manhattan","2024-06-23","66","42","Present",720,"Carmelo Wain",202,310,"9814209033","Jason","Jas9033"
378,"Queens","2024-06-16","44","31","Present",300,"Kera Gilkison",58,133,"8580927432","Michelle","Mic7432"
379,"Brooklyn","2024-06-23","4","8","Present",75,"Xavier Trotta",20,32,"9341873232","Alex","Ale3232"
380,"Manhattan","2024-06-23","30","19","Present",300,"Florance Lawhon",32,81,"7627324578","Alicia","Ali4578"
381,"Brooklyn","2024-06-02","","","Absent",720,"Albertha Digennaro",0,0,"3942874461","Olivia","Oli4461"
382,"Brooklyn","2024-06-09","","","Absent",75,"Andra Bevel",0,0,"5504633398","Maya","May3398"
383,"Manhattan","2024-06-23","","","Absent",720,"Winford Hamlin",0,0,"0784017433","Kai","Kai7433"
384,"Manhattan","2024-06-23","","","Absent",720,"Bonny Horney",0,0,"9543977371","Driss","Dri7371"
385,"Brooklyn","2024-06-23","","","Absent",720,"Codi Garrels",0,0,"4871763546","Marine","Mar3546"
386,"Manhattan","2024-06-23","","","Absent",720,"Kristeen Warman",0,0,"7419114138","Kelli","Kel4138"
387,"Manhattan","2024-06-23","","","Absent",720,"Trinidad Graziano",0,0,"7375598803","Olivia","Oli8803"
388,"Brooklyn","2024-06-02","73","79","Present",720,"Viva Roda",291,443,"7255986883","Carol","Car6883"
389,"Brooklyn","2024-06-23","26","36","Present",300,"Manual Vales",23,85,"1028555139","Anthony","Ant5139"
390,"Manhattan","2024-06-23","","","Absent",300,"Brendon Puente",0,0,"6935737356","Natalia","Nat7356"
391,"Brooklyn","2024-06-02","67","27","Present",300,"Nathalie Devita",50,144,"9881730189","Susi","Sus0189"
392,"Manhattan","2024-06-16","85","65","Present",300,"Zelda Ogren",85,235,"2447585052","Tony","Ton5052"
393,"Manhattan","2024-06-02","56","15","Present",300,"Sadie Hazelton",34,105,"4790457331","Andrey","And7331"
394,"Manhattan","2024-05-19","19","23","Present",144,"Vinnie Bains",3,45,"8007787535","Jane","Jan7535"
395,"Manhattan","2024-06-16","29","23","Present",300,"Frederick Rankins",19,71,"8388995428","Will","Wil5428"
396,"Queens","2024-05-19","22","9","Present",360,"Trish Vickers",50,81,"3672890711","Lilly","Lil0711"
397,"Brooklyn","2024-06-23","81","29","Present",300,"Masako Allman",39,149,"7729885414","Marylyn","Mar5414"
398,"Brooklyn","2024-06-02","43","33","Present",720,"Ferne Villalpando",299,375,"5558578529","LuLu","LuL8529"
399,"Brooklyn","2024-06-16","","","Absent",300,"Elna Kowal",0,0,"2361974123","Roberta","Rob4123"
400,"Manhattan","2024-06-23","95","71","Present",720,"Aaron Castello",335,501,"7006746345","Paul","Pau6345"
401,"Manhattan","2024-06-02","","","Absent",720,"Gerard Barrientos",0,0,"6658759953","Bobby","Bob9953"
402,"Brooklyn","2024-06-23","","","Absent",720,"Wes Imel",0,0,"9656711744","Itamar","Ita1744"
403,"Brooklyn","2024-06-09","7","11","Present",75,"Stella Sears",30,48,"9374280911","Vikram","Vik0911"
404,"Brooklyn","2024-06-16","","","Absent",300,"Josette Vavra",0,0,"3020525498","Elizabeth","Eli5498"
405,"Manhattan","2024-07-14","45","25","Present",720,"Guadalupe Linen",30,100,"0169870395","Christopher","Chr0395"
406,"Manhattan","2024-06-02","97","48","Present",720,"Jeremiah Damiani",259,404,"3140290264","Justin","Jus0264"
407,"Brooklyn","2024-07-14","14","49","Present",720,"Roxy Lauber",249,312,"8646449385","Rodney","Rod9385"
408,"Brooklyn","2024-06-23","","","Absent",720,"Federico Biros",0,0,"7597945743","AntonÃ­n","Ant5743"
409,"Manhattan","2024-06-02","79","101","Present",720,"Sol Dantonio",295,475,"5043338008","Seith","Sei8008"
410,"Manhattan","2024-07-14","","","Absent",720,"Lucas Anchondo",0,0,"5454367823","Eric","Eri7823"
411,"Brooklyn","2024-06-30","","","Absent",300,"Ok Then",0,0,"2908432802","Katharine","Kat2802"
412,"Manhattan","2024-06-16","51","32","Present",300,"Mei Vaz",41,124,"0152126922","Wayne","Way6922"
413,"Brooklyn","2024-06-02","108","62","Present",720,"Janelle Haddox",187,357,"0704896970","Lauren","Lau6970"
414,"Queens","2024-06-30","59","7","Present",300,"Donald Trollinger",20,86,"2422836555","Jean","Jea6555"
415,"Manhattan","2024-06-23","20","29","Present",300,"Shakira Moreles",19,68,"2669466707","Catherine","Cat6707"
416,"Brooklyn","2024-06-02","46","59","Present",720,"Crista Cuccia",274,379,"5761856385","Holly","Hol6385"
417,"Manhattan","2024-06-23","","","Absent",720,"Phung Dinh",0,0,"1572935476","Tracy","Tra5476"
418,"Brooklyn","2024-06-09","7","8","Present",75,"Paul Lockett",17,32,"1510143059","Giovanni","Gio3059"
419,"Brooklyn","2024-06-16","131","70","Present",720,"Merlyn Hults",330,531,"4431952963","Karen","Kar2963"
420,"Brooklyn","2024-06-23","4","-2","Present",720,"Kym Rotter",63,65,"3342236159","Christopher","Chr6159"
421,"Manhattan","2024-06-09","11","10","Present",75,"Jocelyn Akey",30,51,"1643344841","Jeff","Jef4841"
422,"Brooklyn","2024-06-16","","","Absent",300,"Yukiko Furtado",0,0,"8215731295","Irena","Ire1295"
423,"Brooklyn","2024-06-02","","","Absent",720,"Sonny Wilner",0,0,"8351789859","Michael","Mic9859"
424,"Brooklyn","2024-06-16","","","Absent",75,"Verna Beller",0,0,"6661035415","Jessica","Jes5415"
425,"Brooklyn","2024-06-16","49","62","Present",300,"Hai Lippert",91,202,"4244844092","Daniel","Dan4092"
426,"Brooklyn","2024-06-23","110","81","Present",720,"Deeann Burdette",327,518,"2388853935","Ivy","Ivy3935"
427,"Manhattan","2024-06-23","","","Absent",720,"Londa Gamache",0,0,"7259361036","Dave","Dav1036"
428,"Brooklyn","2024-06-02","","","Absent",720,"Shaina Sentell",0,0,"5543048762","Mark","Mar8762"
429,"Brooklyn","2024-06-02","","","Absent",720,"Dominick Dolson",0,0,"1547662293","Orna","Orn2293"
430,"Manhattan","2024-06-02","10","56","Present",720,"Len Bufford",304,370,"8055369147","Allison","All9147"
431,"Manhattan","2024-06-16","","","Present",75,"Luvenia Mattis",64,64,"3553621573","Vanessa","Van1573"
432,"Manhattan","2024-06-02","41","47","Present",720,"Alysa Harlow",287,375,"1168971164","Josh","Jos1164"
433,"Manhattan","2024-06-23","110","54","Present",720,"Eliz Jennings",295,459,"2534247482","Rinaldo","Rin7482"
434,"Manhattan","2024-05-19","4","9","Present",360,"Claris Lamons",84,97,"2964699086","Jonathan","Jon9086"
435,"Brooklyn","2024-06-23","78","77","Present",720,"Vina Uhlig",285,440,"4244437392","Oliver","Oli7392"
436,"Manhattan","2024-06-23","30","8","Present",300,"Glendora Hemminger",20,58,"1044415626","Kristin","Kri5626"
437,"Manhattan","2024-06-02","","","Absent",720,"Nelly Hardman",0,0,"5566728320","Carolyn","Car8320"
